"","malibu.750ml.unit.cume","malibu.1.75l.unit.cume","rh.1.75l.unit.cume","rh.750ml.unit.cume","store.id","store.id.old","chain","cluster","wine.sq.footage","state","market","iri.week.ending","week.ending","malibu.coconut.rum.1.75l.sales.units.cy","malibu.coconut.rum.1.75l.sales.dollars.cy","malibu.coconut.rum.1.75l.price","malibu.coconut.rum.750ml.sales.units.cy","malibu.coconut.rum.750ml.sales.dollars.cy","malibu.coconut.rum.750ml.price","rum.haven.coconut.rum.1.75l.sales.units.cy","rum.haven.coconut.rum.1.75l.sales.dollars.cy","rum.haven.coconut.rum.1.75l.price","rum.haven.coconut.rum.750ml.sales.units.cy","rum.haven.coconut.rum.750ml.sales.dollars.cy","rum.haven.coconut.rum.750ml.price"
"157",18,10,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","3/27/2016","3/26/2016",0,0,NA,0,"",NA,0,0,NA,0,0,NA
"158",19,10,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","4/3/2016","4/2/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"159",20,10,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","4/10/2016","4/9/2016",0,0,NA,1,"19.99",19.99,0,0,NA,0,0,NA
"160",20,12,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","4/17/2016","4/16/2016",2,39.98,19.99,0,"",NA,0,0,NA,0,0,NA
"161",20,13,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","4/24/2016","4/23/2016",1,19.99,19.99,0,"",NA,0,0,NA,1,12.99,12.99
"162",21,14,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","5/1/2016","4/30/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"163",22,18,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","5/8/2016","5/7/2016",4,79.96,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"164",23,18,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","5/15/2016","5/14/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"165",23,21,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","5/22/2016","5/21/2016",3,59.97,19.99,0,"",NA,0,0,NA,0,0,NA
"166",23,23,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","5/29/2016","5/28/2016",2,39.98,19.99,0,"0",NA,0,0,NA,0,0,NA
"167",24,25,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","6/5/2016","6/4/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"168",28,27,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","6/12/2016","6/11/2016",2,39.98,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"169",28,27,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","6/19/2016","6/18/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"170",30,29,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","6/26/2016","6/25/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"171",31,31,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","7/3/2016","7/2/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"172",31,33,2,1,"203G",203,"GiantEagle","A",364,"OH","LAKES","7/10/2016","7/9/2016",2,39.98,19.99,0,"0",NA,0,0,NA,0,0,NA
"173",35,34,2,2,"203G",203,"GiantEagle","A",364,"OH","LAKES","7/17/2016","7/16/2016",1,19.99,19.99,4,"47.96",11.99,0,0,NA,1,12.99,12.99
"174",36,35,2,2,"203G",203,"GiantEagle","A",364,"OH","LAKES","7/24/2016","7/23/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"175",36,37,2,2,"203G",203,"GiantEagle","A",364,"OH","LAKES","7/31/2016","7/30/2016",2,39.98,19.99,0,"0",NA,0,0,NA,0,0,NA
"176",38,39,2,2,"203G",203,"GiantEagle","A",364,"OH","LAKES","8/7/2016","8/6/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"177",39,39,3,3,"203G",203,"GiantEagle","A",364,"OH","LAKES","8/14/2016","8/13/2016",0,0,NA,1,"11.99",11.99,1,20.99,20.99,1,12.99,12.99
"178",40,40,4,3,"203G",203,"GiantEagle","A",364,"OH","LAKES","8/21/2016","8/20/2016",1,19.99,19.99,1,"11.99",11.99,1,20.99,20.99,0,0,NA
"179",43,42,4,3,"203G",203,"GiantEagle","A",364,"OH","LAKES","8/28/2016","8/27/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"180",43,43,5,4,"203G",203,"GiantEagle","A",364,"OH","LAKES","9/4/2016","9/3/2016",1,19.99,19.99,0,"",NA,1,20.99,20.99,1,12.99,12.99
"181",43,44,5,5,"203G",203,"GiantEagle","A",364,"OH","LAKES","9/11/2016","9/10/2016",1,21.99,21.99,0,"0",NA,0,0,NA,1,12.99,12.99
"182",43,45,6,5,"203G",203,"GiantEagle","A",364,"OH","LAKES","9/18/2016","9/17/2016",1,21.99,21.99,0,"0",NA,1,20.99,20.99,0,0,NA
"183",44,46,6,5,"203G",203,"GiantEagle","A",364,"OH","LAKES","9/25/2016","9/24/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"184",46,48,6,5,"203G",203,"GiantEagle","A",364,"OH","LAKES","10/2/2016","10/1/2016",2,43.98,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"185",46,50,6,5,"203G",203,"GiantEagle","A",364,"OH","LAKES","10/9/2016","10/8/2016",2,43.98,21.99,0,"0",NA,0,0,NA,0,0,NA
"186",46,50,7,5,"203G",203,"GiantEagle","A",364,"OH","LAKES","10/16/2016","10/15/2016",0,0,NA,0,"",NA,1,20.99,20.99,0,0,NA
"187",47,51,7,5,"203G",203,"GiantEagle","A",364,"OH","LAKES","10/23/2016","10/22/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"188",47,51,7,6,"203G",203,"GiantEagle","A",364,"OH","LAKES","10/30/2016","10/29/2016",0,0,NA,0,"0",NA,0,0,NA,1,12.99,12.99
"189",47,51,7,7,"203G",203,"GiantEagle","A",364,"OH","LAKES","11/13/2016","11/12/2016",0,0,NA,0,"",NA,0,0,NA,1,12.99,12.99
"190",48,51,7,7,"203G",203,"GiantEagle","A",364,"OH","LAKES","11/20/2016","11/19/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"191",50,51,7,8,"203G",203,"GiantEagle","A",364,"OH","LAKES","11/27/2016","11/26/2016",0,0,NA,2,"27.98",13.99,0,0,NA,1,12.99,12.99
"192",50,51,7,8,"203G",203,"GiantEagle","A",364,"OH","LAKES","12/4/2016","12/3/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"193",50,51,7,8,"203G",203,"GiantEagle","A",364,"OH","LAKES","12/11/2016","12/10/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"194",1,1,0,0,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","12/20/2015","12/19/2015",1,21.99,21.99,1,"12.99",12.99,0,0,NA,0,0,NA
"195",3,1,0,1,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","12/27/2015","12/26/2015",0,0,NA,2,"25.98",12.99,0,0,NA,1,13.99,13.99
"196",6,5,0,1,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","1/3/2016","1/2/2016",4,87.96,21.99,3,"38.97",12.99,0,0,NA,0,0,NA
"197",6,5,0,1,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","1/10/2016","1/9/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"198",7,5,0,1,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","1/24/2016","1/23/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"199",8,5,0,2,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","1/31/2016","1/30/2016",0,0,NA,1,"12.99",12.99,0,0,NA,1,12.99,12.99
"200",9,5,0,2,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","2/7/2016","2/6/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"201",10,5,0,2,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","2/14/2016","2/13/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"202",10,5,0,4,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","2/21/2016","2/20/2016",0,0,NA,0,"0",NA,0,0,NA,2,25.98,12.99
"203",13,5,0,4,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","2/28/2016","2/27/2016",0,0,NA,3,"38.97",12.99,0,0,NA,0,0,NA
"204",14,5,0,4,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","3/6/2016","3/5/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"205",15,5,0,6,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","3/13/2016","3/12/2016",0,0,NA,1,"12.99",12.99,0,0,NA,2,25.98,12.99
"206",15,6,0,6,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","3/20/2016","3/19/2016",1,21.99,21.99,0,"",NA,0,0,NA,0,0,NA
"207",15,6,0,7,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","3/27/2016","3/26/2016",0,0,NA,0,"0",NA,0,0,NA,1,12.99,12.99
"208",15,6,0,7,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","4/3/2016","4/2/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"209",16,7,0,7,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","4/10/2016","4/9/2016",1,29.99,29.99,1,"19.99",19.99,0,0,NA,0,0,NA
"210",18,9,0,7,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","4/17/2016","4/16/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"211",19,9,0,8,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","4/24/2016","4/23/2016",0,0,NA,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"212",20,9,0,8,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","5/1/2016","4/30/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"213",20,11,0,8,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","5/8/2016","5/7/2016",2,39.98,19.99,0,"0",NA,0,0,NA,0,0,NA
"214",22,11,1,8,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","5/15/2016","5/14/2016",0,0,NA,2,"23.98",11.99,1,20.99,20.99,0,0,NA
"215",24,12,1,10,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","5/22/2016","5/21/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,2,25.98,12.99
"216",24,14,1,11,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","5/29/2016","5/28/2016",2,39.98,19.99,0,"0",NA,0,0,NA,1,12.99,12.99
"217",31,15,1,11,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","6/5/2016","6/4/2016",1,19.99,19.99,7,"83.93",11.99,0,0,NA,0,0,NA
"218",36,15,1,12,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","6/12/2016","6/11/2016",0,0,NA,5,"59.95",11.99,0,0,NA,1,12.99,12.99
"219",37,16,2,12,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","6/19/2016","6/18/2016",1,19.99,19.99,1,"11.99",11.99,1,20.99,20.99,0,0,NA
"220",38,19,2,12,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","6/26/2016","6/25/2016",3,59.97,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"221",44,19,2,13,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","7/3/2016","7/2/2016",0,0,NA,6,"71.94",11.99,0,0,NA,1,12.99,12.99
"222",47,20,2,13,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","7/10/2016","7/9/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"223",48,21,2,13,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","7/17/2016","7/16/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"224",49,21,2,13,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","7/24/2016","7/23/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"225",52,22,2,15,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","7/31/2016","7/30/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,2,25.98,12.99
"226",54,23,2,15,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","8/7/2016","8/6/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"227",56,27,2,16,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","8/14/2016","8/13/2016",4,79.96,19.99,2,"23.98",11.99,0,0,NA,1,12.99,12.99
"228",57,29,3,19,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","8/21/2016","8/20/2016",2,39.98,19.99,1,"11.99",11.99,1,20.99,20.99,3,38.97,12.99
"229",59,29,3,19,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","8/28/2016","8/27/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"230",60,31,3,19,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","9/4/2016","9/3/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"231",62,31,3,19,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","9/11/2016","9/10/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"232",63,31,3,20,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","9/18/2016","9/17/2016",0,0,NA,1,"13.99",13.99,0,0,NA,1,12.99,12.99
"233",65,32,4,20,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","9/25/2016","9/24/2016",1,21.99,21.99,2,"27.98",13.99,1,20.99,20.99,0,0,NA
"234",68,33,4,21,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","10/2/2016","10/1/2016",1,21.99,21.99,3,"41.97",13.99,0,0,NA,1,12.99,12.99
"235",70,33,4,21,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","10/9/2016","10/8/2016",0,0,NA,2,"27.98",13.99,0,0,NA,0,0,NA
"236",72,33,4,21,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","10/16/2016","10/15/2016",0,0,NA,2,"27.98",13.99,0,0,NA,0,0,NA
"237",73,35,4,21,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","10/23/2016","10/22/2016",2,43.98,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"238",74,36,4,21,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","10/30/2016","10/29/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"239",75,37,4,21,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","11/6/2016","11/5/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"240",78,37,4,22,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","11/13/2016","11/12/2016",0,0,NA,3,"41.97",13.99,0,0,NA,1,12.99,12.99
"241",78,38,4,23,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","11/20/2016","11/19/2016",1,21.99,21.99,0,"0",NA,0,0,NA,1,12.99,12.99
"242",80,41,4,24,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","11/27/2016","11/26/2016",3,65.97,21.99,2,"27.98",13.99,0,0,NA,1,12.99,12.99
"243",81,41,4,24,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","12/4/2016","12/3/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"244",81,42,4,24,"204G",204,"GiantEagle","AA",631,"OH","CLEVELAND","12/11/2016","12/10/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"245",0,2,2,0,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","12/20/2015","12/19/2015",2,43.98,21.99,0,"",NA,2,45.98,22.99,0,0,NA
"246",1,3,3,2,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","12/27/2015","12/26/2015",1,21.99,21.99,1,"12.99",12.99,1,22.99,22.99,2,27.98,13.99
"247",3,3,3,2,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","1/3/2016","1/2/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"248",5,4,3,2,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","1/10/2016","1/9/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"249",5,4,3,2,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","1/17/2016","1/16/2016",0,0,NA,0,"",NA,0,0,NA,0,0,NA
"250",6,4,3,2,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","1/24/2016","1/23/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"251",8,5,3,2,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","1/31/2016","1/30/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"252",10,6,3,2,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","2/7/2016","2/6/2016",1,26.99,26.99,2,"25.98",12.99,0,0,NA,0,0,NA
"253",12,6,3,2,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","2/14/2016","2/13/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"254",13,6,3,3,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","2/21/2016","2/20/2016",0,0,NA,1,"12.99",12.99,0,0,NA,1,12.99,12.99
"255",14,6,3,5,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","2/28/2016","2/27/2016",0,0,NA,1,"12.99",12.99,0,0,NA,2,25.98,12.99
"256",15,6,3,6,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","3/13/2016","3/12/2016",0,0,NA,1,"12.99",12.99,0,0,NA,1,12.99,12.99
"257",15,7,3,6,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","3/20/2016","3/19/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"258",16,8,4,6,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","3/27/2016","3/26/2016",1,21.99,21.99,1,"12.99",12.99,1,20.99,20.99,0,0,NA
"259",17,8,5,7,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","4/3/2016","4/2/2016",0,0,NA,1,"12.99",12.99,1,20.99,20.99,1,12.99,12.99
"260",18,8,5,7,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","4/10/2016","4/9/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"261",19,9,5,7,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","4/17/2016","4/16/2016",1,29.99,29.99,1,"11.99",11.99,0,0,NA,0,0,NA
"262",20,11,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","4/24/2016","4/23/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"263",23,11,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","5/1/2016","4/30/2016",0,0,NA,3,"35.97",11.99,0,0,NA,0,0,NA
"264",23,11,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","5/8/2016","5/7/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"265",24,12,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","5/15/2016","5/14/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"266",25,12,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","5/22/2016","5/21/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"267",27,12,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","5/29/2016","5/28/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"268",28,12,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","6/5/2016","6/4/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"269",29,12,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","6/12/2016","6/11/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"270",29,12,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","6/19/2016","6/18/2016",0,0,NA,0,"",NA,0,0,NA,0,0,NA
"271",32,13,5,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","6/26/2016","6/25/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"272",37,14,6,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","7/3/2016","7/2/2016",1,19.99,19.99,5,"59.95",11.99,1,20.99,20.99,0,0,NA
"273",42,16,6,8,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","7/10/2016","7/9/2016",2,39.98,19.99,5,"59.95",11.99,0,0,NA,0,0,NA
"274",43,16,6,9,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","7/17/2016","7/16/2016",0,0,NA,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"275",43,17,6,9,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","7/24/2016","7/23/2016",1,19.99,19.99,0,"0",NA,0,0,NA,0,0,NA
"276",43,18,6,9,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","7/31/2016","7/30/2016",1,19.99,19.99,0,"0",NA,0,0,NA,0,0,NA
"277",45,18,6,9,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","8/7/2016","8/6/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"278",46,18,6,11,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","8/14/2016","8/13/2016",0,0,NA,1,"11.99",11.99,0,0,NA,2,25.98,12.99
"279",46,19,7,11,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","8/21/2016","8/20/2016",1,19.99,19.99,0,"",NA,1,20.99,20.99,0,0,NA
"280",47,20,7,11,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","8/28/2016","8/27/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"281",49,20,7,11,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","9/4/2016","9/3/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"282",52,21,7,12,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","9/11/2016","9/10/2016",1,21.99,21.99,3,"37.97",12.65667,0,0,NA,1,12.99,12.99
"283",56,23,7,12,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","9/18/2016","9/17/2016",2,43.98,21.99,4,"55.96",13.99,0,0,NA,0,0,NA
"284",58,23,7,13,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","9/25/2016","9/24/2016",0,0,NA,2,"27.98",13.99,0,0,NA,1,12.99,12.99
"285",58,25,7,13,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","10/2/2016","10/1/2016",2,43.98,21.99,0,"0",NA,0,0,NA,0,0,NA
"286",59,26,7,13,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","10/9/2016","10/8/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"287",60,26,7,14,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","10/16/2016","10/15/2016",0,0,NA,1,"13.99",13.99,0,0,NA,1,12.99,12.99
"288",63,26,7,15,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","10/23/2016","10/22/2016",0,0,NA,3,"41.97",13.99,0,0,NA,1,12.99,12.99
"289",63,26,7,15,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","10/30/2016","10/29/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"290",65,26,7,15,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","11/6/2016","11/5/2016",0,0,NA,2,"27.98",13.99,0,0,NA,0,0,NA
"291",66,26,7,15,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","11/13/2016","11/12/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"292",66,27,7,16,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","11/20/2016","11/19/2016",1,21.99,21.99,0,"0",NA,0,0,NA,1,12.99,12.99
"293",71,27,7,17,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","11/27/2016","11/26/2016",0,0,NA,5,"69.95",13.99,0,0,NA,1,12.99,12.99
"294",71,27,7,17,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","12/4/2016","12/3/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"295",72,27,7,17,"208G",208,"GiantEagle","AAA",0,"OH","CLEVELAND","12/11/2016","12/10/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"296",0,0,0,0,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","12/20/2015","12/19/2015",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"297",3,1,0,0,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","12/27/2015","12/26/2015",1,21.99,21.99,3,"38.97",12.99,0,0,NA,0,0,NA
"298",3,1,0,0,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","1/3/2016","1/2/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"299",3,1,0,0,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","1/24/2016","1/23/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"300",4,1,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","1/31/2016","1/30/2016",0,0,NA,1,"12.99",12.99,0,0,NA,1,12.99,12.99
"301",5,1,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","2/7/2016","2/6/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"302",6,1,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","2/14/2016","2/13/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"303",6,1,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","2/21/2016","2/20/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"304",6,1,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","2/28/2016","2/27/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"305",8,1,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","3/6/2016","3/5/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"306",9,1,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","3/13/2016","3/12/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"307",9,2,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","3/20/2016","3/19/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"308",9,2,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","4/3/2016","4/2/2016",0,0,NA,0,"",NA,0,0,NA,0,0,NA
"309",11,2,0,1,"209G",209,"GiantEagle","C",248,"OH","CLEVELAND","4/10/2016","4/9/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
